time,open,high,low,close
1742238000,84496.57,84629.3,84380.43,84462.14
1742238300,84462.13,84592,84462.13,84494.15
1742238600,84494.16,84533.11,84421.81,84482.28
1742238900,84482.28,84510.87,84311.07,84355.26
1742239200,84355.26,84490.56,84355.14,84457.25
1742239500,84457.25,84490.57,84349.54,84409.91
1742239800,84409.9,84537.74,84365.62,84460.54
1742240100,84460.54,84545.55,84416.02,84498.07
1742240400,84498.06,84576.09,84498.06,84570.66
1742240700,84570.66,84756.83,84570.66,84657.13
1742241000,84657.13,84657.13,84471.71,84570.05
1742241300,84570.05,84570.06,84396.22,84482.55
1742241600,84482.55,84506.8,84212.33,84250
1742241900,84249.99,84315.22,84207.54,84280.67
1742242200,84280.68,84319.55,84254.71,84272.27
1742242500,84272.27,84337.22,84248.62,84248.62
1742242800,84248.63,84263.5,84099.67,84105.8
1742243100,84105.8,84127.36,84021.73,84126.72
1742243400,84126.73,84147.15,84013.09,84018.87
1742243700,84018.87,84018.87,83893.55,83907.47
1742244000,83907.47,84026.62,83875.28,84026.62
1742244300,84026.62,84160.38,84008.2,84127.43
1742244600,84127.43,84173.2,84040.31,84056.18
1742244900,84056.18,84056.19,83846.15,83954.36
1742245200,83954.36,84021.74,83940,84018.87
1742245500,84018.86,84033.89,83967.39,84032.2
1742245800,84032.2,84054.34,84002.39,84054.34
1742246100,84054.35,84107.7,84054.34,84093.12
1742246400,84093.12,84251.86,84000,84079.41
1742246700,84079.42,84084.77,83947.9,83966.96
1742247000,83966.96,83966.97,83883.87,83934.66
1742247300,83934.66,84037.92,83900,83953.84
1742247600,83953.84,84080.78,83953.84,83989.13
1742247900,83989.13,84176.46,83979.81,84148.35
1742248200,84148.35,84205.37,84148.35,84205.37
1742248500,84205.37,84205.37,84042.21,84077.8
1742248800,84077.8,84120,84000.02,84021.74
1742249100,84021.73,84113.21,84020,84113.21
1742249400,84113.21,84137.3,84104,84105.77
1742249700,84105.77,84171.74,84105.77,84159.01
1742250000,84159.02,84159.02,84113.42,84148.56
1742250300,84148.55,84200,84148.55,84188.96
1742250600,84188.96,84249.99,84171.14,84249.99
1742250900,84249.99,84249.99,84170.94,84170.94
1742251200,84170.95,84170.95,84140.79,84140.79
1742251500,84140.8,84140.8,84102.5,84102.5
1742251800,84102.5,84139.98,84092.5,84139.97
1742252100,84139.97,84139.98,84061.18,84061.19
1742252400,84061.19,84061.19,83964.17,83986.67
1742252700,83986.68,84054.45,83972.23,84040.46
1742253000,84040.46,84040.46,83972.24,83972.24
1742253300,83972.25,84003.79,83956.52,83977.46
1742253600,83977.46,83990.47,83929.4,83969.58
1742253900,83969.58,83988.29,83849.02,83849.02
1742254200,83849.02,83880.46,83746.12,83873.53
1742254500,83873.54,83999.4,83873.53,83962.65
1742254800,83962.66,84113.21,83962.65,84112.4
1742255100,84112.4,84140.98,84067.78,84106.99
1742255400,84106.99,84106.99,84046.48,84066.75
1742255700,84066.75,84119.57,84010.02,84010.03
1742256000,84010.02,84021.74,83904.7,83945.33
1742256300,83945.34,83987.12,83930.72,83949.08
1742256600,83949.09,83974.73,83877.76,83877.76
1742256900,83877.76,83933.47,83876.44,83910.89
1742257200,83910.89,83987.02,83881.67,83881.68
1742257500,83881.68,83883.72,83755.34,83755.35
1742257800,83755.34,83844.58,83702.53,83793.47
1742258100,83793.46,83830.19,83775,83830.19
1742258400,83830.19,83843.48,83752.76,83752.77
1742258700,83752.77,83772.35,83714.39,83748.11
1742259000,83748.11,83780,83727.09,83767.27
1742259300,83767.7,83821.17,83742.12,83790.24
1742259600,83790.24,83915.98,83790.23,83861.55
1742259900,83861.54,83880.44,83735.87,83735.87
1742260200,83735.87,83735.88,83588,83588.01
1742260500,83588,83588.01,83319.99,83352.63
1742260800,83352.63,83423.62,83202.46,83217.4
1742261100,83217.39,83420,83217.39,83351.66
1742261400,83351.66,83351.66,83083,83128.48
1742261700,83128.49,83223.08,83070,83184.78
1742262000,83184.78,83186.98,83029.62,83050.07
1742262300,83050.07,83200,83028.46,83109.12
1742262600,83109.11,83152,83015.39,83100.84
1742262900,83100.84,83198.44,83031.43,83161.97
1742263200,83161.98,83282.35,83081.67,83249.36
1742263500,83249.35,83296.25,83192.84,83296.25
1742263800,83296.25,83373.58,83224.28,83373.58
1742264100,83373.58,83397.59,83296.7,83375.15
1742264400,83375.14,83375.15,83239.13,83315.21
1742264700,83315.22,83500,83311.32,83448.02
1742265000,83448.02,83532.61,83388.07,83532.61
1742265300,83532.61,83532.61,83349.69,83351.37
1742265600,83351.38,83464.47,83342.76,83464.46
1742265900,83464.47,83529.47,83382.59,83382.6
1742266200,83382.59,83470.36,83382.59,83453.14
1742266500,83453.13,83477.15,83348.39,83367.64
1742266800,83367.65,83367.65,83159.64,83271.74
1742267100,83271.74,83271.74,83156.83,83190.02
1742267400,83190.03,83272.1,83176.77,83227.83
1742267700,83227.84,83264.27,83139.01,83236
1742268000,83236,83296.49,83235.99,83279.43
1742268300,83279.43,83282.5,83081.11,83084.34
1742268600,83084.34,83084.34,82960,83024.9
1742268900,83024.91,83133.12,83002.27,83059.35
1742269200,83059.34,83152.18,83015.08,83152.17
1742269500,83152.17,83228.9,83124.58,83161.51
1742269800,83161.5,83161.51,83077.15,83130.32
1742270100,83130.32,83152.18,83091.08,83147.6
1742270400,83147.6,83202.37,83086.95,83202.37
1742270700,83202.36,83202.37,83104.26,83152.18
1742271000,83152.19,83205.77,83146.96,83185.28
1742271300,83185.29,83205.5,83108.69,83108.7
1742271600,83108.7,83168.84,83088.32,83148.5
1742271900,83148.5,83198.81,83143.02,83174
1742272200,83173.99,83174,83055.91,83089.9
1742272500,83089.89,83089.89,82989.13,83050
1742272800,83050,83086.96,82958.85,82982.11
1742273100,82982.1,83028.31,82917.48,82925.57
1742273400,82925.57,82976.56,82838.8,82976.56
1742273700,82976.56,83006.14,82948.79,82989.11
1742274000,82989.11,83125.18,82989.11,83078.63
1742274300,83078.64,83128.1,83050,83050
1742274600,83050,83050.01,83007.07,83007.08
1742274900,83007.08,83007.08,82956.52,82956.73
1742275200,82956.72,82996.66,82912.2,82956.53
1742275500,82956.52,83007.86,82934.83,83007.86
1742275800,83007.86,83029.9,82960,82960.01
1742276100,82960.01,83047.85,82895.57,83045.94
1742276400,83045.94,83096.23,82949.61,83091.99
1742276700,83092,83092,83027.72,83027.72
1742277000,83027.73,83030.54,82920.7,82952.56
1742277300,82952.56,83010.87,82942.04,83010.87
1742277600,83010.86,83019.4,82973.22,82973.42
1742277900,82973.42,82973.43,82788.96,82814.28
1742278200,82814.28,82823.95,82746.21,82777.76
1742278500,82777.76,82847.27,82686,82733.17
1742278800,82733.17,82816.44,82732.86,82750.01
1742279100,82750.01,82759.22,82569.53,82691.23
1742279400,82691.23,82730.36,82630.68,82668.07
1742279700,82668.08,82668.08,82520.23,82525.26
1742280000,82525.54,82536.28,82319.16,82319.16
1742280300,82319.14,82427.08,82244.68,82427.08
1742280600,82427.08,82516.02,82362.41,82436.61
1742280900,82436.61,82486.18,82397.38,82450.01
1742281200,82450.02,82862,82358.69,82862
1742281500,82862,83280,82703.51,83094.58
1742281800,83094.57,83141.79,82900,82941.79
1742282100,82941.79,83003.69,82789.84,82870.81
1742282400,82870.8,83135.98,82859.53,83055.81
1742282700,83055.82,83230.08,83033.99,83140.01
1742283000,83140.01,83160.25,83030.26,83098.1
1742283300,83098.11,83131.99,83005,83036.76
1742283600,83036.76,83118.59,82965.81,83114.33
1742283900,83114.29,83199.98,83082.44,83087.62
1742284200,83087.62,83140,83061.24,83140
1742284500,83139.99,83188.52,83053.51,83163.81
1742284800,83163.81,83318.47,83147.43,83301.62
1742285100,83301.62,83301.63,83173.91,83174.29
1742285400,83174.28,83174.29,83100,83101.92
1742285700,83101.93,83134.13,83048.71,83088.73
1742286000,83088.73,83200,83055.92,83191.65
1742286300,83191.65,83271.74,83152.62,83227.44
1742286600,83227.45,83390,83211.06,83373.19
1742286900,83373.2,83452.3,83317.24,83347.37
1742287200,83347.36,83347.36,83239.13,83281.95
1742287500,83281.95,83349.06,83273.09,83349.04
1742287800,83349.04,83349.43,83259.99,83271.74
1742288100,83271.74,83281.29,83226.37,83281.29
1742288400,83281.29,83300,83228.28,83278.71
1742288700,83278.7,83349.06,83252.25,83294.37
1742289000,83294.38,83336.48,83254.71,83258.02
1742289300,83258.01,83268.87,83080.21,83100.37
1742289600,83100.36,83160.38,83075,83150.95
1742289900,83150.94,83175.4,83078.59,83107.35
1742290200,83107.35,83166.18,83090.41,83151.2
1742290500,83151.19,83218.4,83127.29,83181.26
1742290800,83181.27,83182.4,83128.18,83132.96
1742291100,83132.96,83162.25,83066.03,83066.49
1742291400,83066.49,83066.49,82934.09,82934.09
1742291700,82934.1,82951.43,82780,82840.51
1742292000,82840.5,82942.1,82795.06,82942.09
1742292300,82942.1,82942.1,82775.29,82788.33
1742292600,82788.33,82824.46,82740.43,82769.99
1742292900,82770,82773.87,82608.04,82619.08
1742293200,82619.08,82726.92,82596.85,82719.03
1742293500,82719.03,82775.99,82689.25,82755.39
1742293800,82755.39,82755.4,82641.87,82644.65
1742294100,82644.64,82856.28,82644.64,82835.52
1742294400,82835.52,82884,82804.72,82834.21
1742294700,82834.22,82834.22,82719.21,82827.99
1742295000,82827.99,82828,82751.5,82787
1742295300,82787.01,82819.65,82738.23,82819.65
1742295600,82819.65,82861.76,82766.08,82766.08
1742295900,82765.04,82765.05,82657.9,82693.09
1742296200,82693.09,82840.22,82693.09,82786.91
1742296500,82786.91,82786.92,82697.07,82717.49
1742296800,82717.5,82776.34,82708.76,82761.72
1742297100,82761.72,82763.99,82702,82704.05
1742297400,82704.05,82713.11,82600.05,82600.79
1742297700,82600.79,82695.12,82582.55,82583.33
1742298000,82583.33,82583.33,82551.32,82551.33
1742298300,82551.33,82651.87,82551.32,82605.38
1742298600,82605.39,82605.39,82500,82540.85
1742298900,82540.85,82650.16,82540.84,82581.1
1742299200,82581.09,82701.16,82531.05,82624.49
1742299500,82624.5,82682.56,82523.09,82523.09
1742299800,82523.1,82593.29,82504.94,82556.79
1742300100,82556.8,82652.18,82500,82645.89
1742300400,82645.89,82821.6,82610.71,82754.46
1742300700,82754.47,82754.47,82610.04,82610.05
1742301000,82610.04,82610.05,82461,82476.67
1742301300,82476.66,82527.08,82416.65,82492.58
1742301600,82492.57,82577.92,82489.13,82549.2
1742301900,82549.2,82554.35,82488.2,82495.98
1742302200,82495.97,82507.88,82410,82469.54
1742302500,82469.54,82469.88,82330.38,82404.66
1742302800,82404.65,82480.47,82330.64,82359.6
1742303100,82359.6,82439.89,82345.69,82353.06
1742303400,82353.06,82478.28,82305.71,82320.01
1742303700,82320,82411.93,82268.16,82411.93
1742304000,82411.92,82461.95,82278.01,82322.69
1742304300,82322.69,82380,82311.32,82379.99
1742304600,82380,82395.78,82116.55,82122.65
1742304900,82122.65,82122.65,81600.56,81687.36
1742305200,81687.35,81789.49,81384.38,81404.94
1742305500,81404.94,81563.92,81265.55,81400
1742305800,81400.01,81526.63,81225.7,81467.26
1742306100,81467.25,81468.71,81134.66,81366.64
1742306400,81365.78,81447.41,81228,81376.02
1742306700,81376.02,81593.9,81271.93,81533.04
1742307000,81533.04,81548.59,81245,81272.32
1742307300,81272.33,81404,81150.28,81221.96
1742307600,81221.97,81449.55,81198.86,81449.55
1742307900,81449.55,81628.38,81287.6,81624.11
1742308200,81624.1,81725.15,81506.89,81694.64
1742308500,81694.21,81893.92,81600,81866
1742308800,81866.01,81978.86,81686.55,81692
1742309100,81692,81754.87,81532.81,81547.88
1742309400,81547.88,81822.25,81547.87,81792.51
1742309700,81792.51,81888.27,81745.28,81854.71
1742310000,81854.72,81862.91,81537.02,81680.75
1742310300,81680.39,81680.39,81540.65,81605.92
1742310600,81605.92,81800,81560,81772.72
1742310900,81772.39,81792.46,81602.62,81655.77
1742311200,81655.77,81783.41,81620.24,81710.11
1742311500,81710.12,81937.02,81710.12,81834.71
1742311800,81834.7,82014.72,81793.45,81932.28
1742312100,81932.03,82209.64,81901.59,82145.35
1742312400,82145.35,82212.93,81864.33,81874.15
1742312700,81874.16,81996.59,81747.1,81747.1
1742313000,81747.09,81747.09,81595.93,81628.38
1742313300,81628.39,81688.43,81540.76,81610.21
1742313600,81610.22,81745.29,81558.08,81650.42
1742313900,81650.42,81704.84,81547.22,81549.83
1742314200,81549.83,81843.43,81549.83,81841.38
1742314500,81841.39,81877.36,81675.31,81699.99
1742314800,81700,81903.36,81698.79,81833.87
1742315100,81833.87,82120.94,81780,82112.35
1742315400,82112.35,82160.49,81978.72,82000
1742315700,82000,82113.61,81897.01,81934.76
1742316000,81934.76,81938.45,81682.4,81706.6
1742316300,81706.61,81785.5,81557.58,81631.36
1742316600,81631.36,81718.46,81553.62,81718.46
1742316900,81718.46,81930,81681.55,81851.51
1742317200,81851.52,81975.8,81769.78,81870.12
1742317500,81870.13,81870.13,81586.77,81620.86
1742317800,81620.86,81784,81594.08,81731.71
1742318100,81731.71,81750.7,81540.84,81603.78
1742318400,81603.78,81736.4,81532.35,81641.13
1742318700,81641.13,81725.18,81561.66,81599.79
1742319000,81599.79,81633.46,81362.01,81484.81
1742319300,81484.82,81828,81484.82,81828
1742319600,81828,81854.41,81662.14,81683.16
1742319900,81683.16,81767.03,81538.97,81551.04
1742320200,81551.04,81658.71,81539.27,81539.27
1742320500,81539.27,81539.27,81332.58,81466.7
1742320800,81466.69,81522.62,81353.12,81376.18
1742321100,81376.17,81478.02,81316.47,81475.21
1742321400,81475.21,81479.39,81324.86,81415.93
1742321700,81415.93,81576.84,81388.55,81563
1742322000,81562.99,81661.47,81517.33,81533.57
1742322300,81533.57,81611.87,81347.82,81359.23
1742322600,81359.22,81496.96,81245.65,81354.73
1742322900,81355.39,81519.65,81355.39,81498.25
1742323200,81498.25,81639.56,81480.66,81612.43
1742323500,81612.42,81843.58,81609.64,81810.09
1742323800,81810.09,81950.8,81793.79,81812.26
1742324100,81812.26,81903.79,81770.33,81889.38
1742324400,81889.38,81981.14,81859.13,81885.75
1742324700,81885.74,81919.74,81762.45,81851.83
1742325000,81851.82,81959.95,81851.82,81937.78
1742325300,81937.77,82035.39,81905.52,82002.6
1742325600,82002.6,82080,81946.19,81989.35
1742325900,81989.35,82008.5,81865.38,81905.9
1742326200,81905.89,82107.66,81905.89,82013.03
1742326500,82013.03,82073.99,81977.89,82013.97
1742326800,82013.98,82100,81986.06,82047.86
1742327100,82047.85,82125.74,81988.77,82040
1742327400,82039.99,82296.04,82024.04,82189.55
1742327700,82190.64,82476.26,82136.36,82317.21
1742328000,82317.2,82353.8,82193.69,82293.02
1742328300,82293.02,82298.38,82204.96,82236.23
1742328600,82236.24,82236.24,82109.09,82109.1
1742328900,82109.09,82148.5,82067.13,82110.74
1742329200,82110.74,82118.27,82031.1,82080.15
1742329500,82080.16,82121.02,82009.85,82020.33
1742329800,82020.32,82027.85,81951.33,81990.26
1742330100,81990.27,82014.77,81870.23,81925.38
1742330400,81925.38,81981.14,81925.37,81947.37
1742330700,81947.36,81993.03,81890.16,81963.4
1742331000,81963.39,82016.56,81921.34,82016.56
1742331300,82016.55,82050,81979.11,82050
1742331600,82050,82075.48,82028.3,82037.66
1742331900,82037.66,82095.75,82028.3,82095.74
1742332200,82095.75,82193.52,82048.37,82193.52
1742332500,82193.51,82208.9,82156.36,82192.93
1742332800,82192.94,82192.94,82076.44,82076.44
1742333100,82076.45,82119.46,82076.45,82119.45
1742333400,82119.45,82119.64,82003.99,82042.83
1742333700,82042.84,82044.4,81934.76,82020.03
1742334000,82020.03,82028.38,81949.99,81994.72
1742334300,81994.73,82026.97,81983.64,81992.14
1742334600,81992.15,82049.64,81979.21,82049.64
1742334900,82049.64,82095.81,82000,82062.98
1742335200,82062.98,82189.74,82000,82189.31
1742335500,82190.01,82190.02,82099.64,82125.08
1742335800,82125.08,82358.5,82108.87,82274.49
1742336100,82274.49,82333.98,82205.93,82237.88
1742336400,82237.88,82347.65,82237.87,82347.28
1742336700,82347.27,82380.48,82274.98,82274.99
1742337000,82274.98,82358.31,82221.27,82331.28
1742337300,82331.29,82347,82236,82236
1742337600,82236.01,82288.64,82227.4,82288.64
1742337900,82288.63,82354.39,82288.63,82352.56
1742338200,82352.57,82566.35,82352.56,82500.89
1742338500,82500.9,82548.49,82392.67,82395.74
1742338800,82395.74,82519.12,82395.74,82488.93
1742339100,82488.92,82564.99,82488.92,82513.79
1742339400,82513.8,82610.88,82481.65,82584.38
1742339700,82584.37,82755,82582.58,82636
1742340000,82636.01,82741.91,82628.77,82717.42
1742340300,82717.42,82777.37,82650.93,82777.36
1742340600,82777.37,82779.62,82597.98,82708.24
1742340900,82708.23,82708.24,82620.3,82620.31
1742341200,82620.3,82702.86,82607.99,82662.71
1742341500,82662.72,82735.85,82638.35,82681.54
1742341800,82681.54,82810.95,82679.17,82799.05
1742342100,82799.05,82799.05,82715.03,82715.03
1742342400,82715.03,82737.16,82603.2,82651.65
1742342700,82651.65,82717.35,82651.65,82715.85
1742343000,82715.84,82791.9,82715.84,82741.09
1742343300,82741.1,82852.66,82726.38,82791.27
1742343600,82791.27,82874.61,82771.83,82840.8
1742343900,82840.79,83014,82832.59,82930.55
1742344200,82930.54,83203.14,82930.54,83047.51
1742344500,83047.51,83133.68,82971.69,83041.89
1742344800,83042.08,83066.04,82974.3,82984.24
1742345100,82984.24,83195.62,82984.23,83138.59
1742345400,83138.59,83280,83122.41,83122.42
1742345700,83122.42,83230.43,82992.52,83118
1742346000,83118,83166.3,83028.19,83028.2
1742346300,83028.2,83038.88,82899.36,82945.81
1742346600,82945.81,83004.42,82864.2,82869.51
1742346900,82869.51,82971.7,82842.81,82851.98
1742347200,82851.99,82884.66,82794.69,82854.63
1742347500,82854.29,82900,82811.39,82841.42
1742347800,82841.41,82965.22,82815.21,82883.87
1742348100,82883.87,82946.27,82847.82,82873.62
1742348400,82874.2,82905.85,82837.26,82899.92
1742348700,82899.93,83082.97,82894.82,82959.14
1742349000,82959.13,83037.49,82877.78,82882.77
1742349300,82882.78,82882.78,82582,82598.7
1742349600,82598.7,82724.29,82587.23,82666.87
1742349900,82666.87,82696.71,82547.16,82696.71
1742350200,82696.71,82840.77,82695.4,82750
1742350500,82750,82837.09,82711.86,82763.44
1742350800,82763.45,82849.98,82681.8,82688.67
1742351100,82688.67,82760.85,82641.5,82710.31
1742351400,82710.3,82717.4,82629.67,82706.51
1742351700,82706.51,82841.1,82706.51,82800.82
1742352000,82800.82,82877.36,82783.01,82825.46
1742352300,82825.47,82825.47,82743.19,82774.11
1742352600,82774.11,82872.99,82774.11,82811.8
1742352900,82811.8,82900,82787.53,82868.91
1742353200,82868.91,82964.62,82855.4,82939.27
1742353500,82939.28,83040.5,82919.89,82919.89
1742353800,82919.89,82942.85,82885.66,82934.26
1742354100,82934.27,82973.36,82887.51,82891.83
1742354400,82891.84,82891.84,82762.93,82777.05
1742354700,82777.04,82796.83,82740.94,82792.66
1742355000,82792.67,82935.63,82792.66,82916.31
1742355300,82916.31,82971.7,82896.69,82896.69
1742355600,82896.7,82978.27,82883.65,82921.22
1742355900,82921.22,82950,82847.82,82855.48
1742356200,82855.48,82995.26,82855.48,82995.25
1742356500,82995.26,83083,82975.39,83037.17
1742356800,83037.17,83078.46,82951.27,82962.8
1742357100,82962.79,82982.71,82913.04,82924.54
1742357400,82924.54,82924.55,82884.14,82914.53
1742357700,82914.52,82943.58,82859.11,82902.17
1742358000,82902.17,82949.85,82892.59,82903.07
1742358300,82903.06,82918.82,82819.63,82820.32
1742358600,82820.32,82834.2,82792.91,82830.77
1742358900,82830.77,82945.66,82830.77,82945.66
1742359200,82945.66,83002.18,82945.66,82971.7
1742359500,82971.7,83035.4,82952.15,82957.02
1742359800,82957.02,82978.27,82924.52,82966.8
1742360100,82966.8,82991.64,82933.46,82952.87
1742360400,82952.88,83018.87,82952.87,82967.29
1742360700,82967.3,83009.97,82966.4,82992.19
1742361000,82992.19,83015.4,82910.72,82910.72
1742361300,82910.72,83010.87,82910.72,82995.8
1742361600,82995.81,83029.88,82986.88,83029.88
1742361900,83029.88,83105.7,83006.08,83032.71
1742362200,83032.71,83113.21,82994.49,83099.62
1742362500,83099.62,83192.2,82982.9,83192.2
1742362800,83192.19,83255,83136.67,83153.54
1742363100,83153.54,83239.56,83142.67,83160.88
1742363400,83160.88,83320,83160.88,83267.97
1742363700,83267.97,83267.97,83207.55,83241.99
1742364000,83242,83271.74,83162.67,83177.29
1742364300,83177.29,83243.01,83170.13,83205.16
1742364600,83205.17,83304.35,83205.16,83284.21
1742364900,83284.21,83322.81,83242.72,83322.81
1742365200,83322.8,83322.8,83208.09,83227.03
1742365500,83227.02,83254.46,83182.98,83184.24
1742365800,83184.24,83234.68,83136.19,83229.75
1742366100,83229.76,83270,83209.37,83225.21
1742366400,83225.21,83225.21,83170.71,83170.72
1742366700,83170.71,83188.77,83148,83170.87
1742367000,83170.88,83222.09,83117.81,83222.08
1742367300,83222.08,83229.29,83162.13,83200
1742367600,83200,83200,83173.9,83182.68
1742367900,83182.68,83199.93,83039.99,83143.74
1742368200,83143.75,83173.92,83113.2,83141.3
1742368500,83141.3,83188,83141.3,83180.41
1742368800,83180.41,83283.2,83180.41,83278.79
1742369100,83278.8,83300,83251.36,83300
1742369400,83299.99,83364.16,83283.49,83283.49
1742369700,83283.49,83283.5,83152.95,83178.33
1742370000,83178.32,83217.64,83128,83185.51
1742370300,83185.5,83196.78,83136.35,83180.61
1742370600,83180.6,83255.17,83168.36,83170.3
1742370900,83170.29,83204.82,83164.54,83190
1742371200,83190,83271.74,83178.74,83229.03
1742371500,83229.03,83325.6,83209,83321.38
1742371800,83321.38,83397.23,83306.48,83357.34
1742372100,83357.34,83396.23,83305.13,83305.14
1742372400,83305.14,83350,83290.16,83325
1742372700,83325,83417.43,83325,83406.03
1742373000,83406.02,83410.58,83348.45,83410.57
1742373300,83410.58,83480.01,83404.49,83404.5
1742373600,83404.49,83404.49,83366.67,83401.84
1742373900,83401.84,83476.04,83383.32,83473.98
1742374200,83473.99,83500,83425.87,83449.99
1742374500,83450,83450,83397.19,83413.01
1742374800,83413.01,83454,83360.16,83378.77
1742375100,83378.77,83500,83377,83485
1742375400,83485.01,83500,83436.72,83439.92
1742375700,83439.92,83534.72,83439.91,83491.65
1742376000,83491.66,83539.03,83474.31,83506.47
1742376300,83506.47,83567.16,83460,83537.87
1742376600,83537.87,83596.47,83494.91,83495.29
1742376900,83495.3,83566.78,83495.29,83541.62
1742377200,83541.62,83554.57,83427.62,83427.62
1742377500,83427.62,83449.48,83378.98,83449.48
1742377800,83449.48,83489,83449.47,83470.97
1742378100,83470.98,83532.53,83470.97,83527.37
1742378400,83527.38,83663.05,83527.37,83643.01
1742378700,83643,83646.5,83520.35,83520.35
1742379000,83520.36,83555.26,83448.62,83480.78
1742379300,83480.78,83565.21,83480.77,83542.07
1742379600,83542.08,83550.73,83517.66,83518.35
1742379900,83518.34,83580,83517.95,83538.83
1742380200,83538.84,83800,83538.83,83760.35
1742380500,83760.35,83773.59,83585.01,83585.01
1742380800,83585.01,83596.01,83448.7,83564.64
1742381100,83564.65,83636.16,83537.73,83571.13
1742381400,83571.14,83600.12,83502,83560.55
1742381700,83560.55,83560.55,83466.07,83467.41
1742382000,83467.41,83499.99,83388.87,83395.4
1742382300,83395.4,83500,83381.97,83496.35
1742382600,83496.36,83747.25,83496.35,83687.76
1742382900,83687.77,83800,83602.16,83799.99
1742383200,83800,83886.28,83689.78,83850.16
1742383500,83850.16,83888.37,83751.5,83770.86
1742383800,83770.86,83932.46,83733.72,83884.29
1742384100,83884.28,84045.02,83869.65,84021.8
1742384400,84021.8,84119.09,83966.4,84002.59
1742384700,84002.59,84025.74,83890.75,83890.76
1742385000,83890.76,83919.76,83840.57,83864.35
1742385300,83864.35,83918.95,83777.76,83881.4
1742385600,83881.4,83927.56,83733.58,83752.1
1742385900,83752.11,83780,83690.16,83734.84
1742386200,83734.85,83810.03,83732.56,83776.01
1742386500,83776.01,83851.38,83717.1,83717.11
1742386800,83717.11,83718.43,83565.9,83619.45
1742387100,83619.46,83716.5,83604.57,83645.15
1742387400,83645.15,83808.44,83645.15,83738.88
1742387700,83738.87,83760.87,83570.26,83579.98
1742388000,83579.98,83660,83510.21,83660
1742388300,83659.99,83714.34,83586.96,83598.85
1742388600,83598.86,83643.17,83585.23,83604.63
1742388900,83604.63,83780.01,83578.32,83748.75
1742389200,83748.75,83784.98,83685.71,83719.99
1742389500,83719.99,83963.44,83693.6,83843.18
1742389800,83843.18,83969.74,83843.17,83911.9
1742390100,83911.91,84343.56,83911.9,84282.5
1742390400,84282.51,84300.98,83869.68,83978.68
1742390700,83978.68,83978.68,83812.52,83931.99
1742391000,83931.99,83964.98,83702,83702
1742391300,83702.01,83849.69,83623.43,83814
1742391600,83814.04,83962.27,83805.48,83939.54
1742391900,83939.54,84226.79,83906.71,84188.03
1742392200,84188.03,84324.02,84066.16,84276.26
1742392500,84276.26,84315.22,84061.93,84092.16
1742392800,84092.17,84373.83,84092.17,84365.38
1742393100,84365.38,84389.71,84100.72,84298
1742393400,84298.01,84340,84020.42,84103.77
1742393700,84103.77,84295.99,84080.55,84292.12
1742394000,84292.12,84335.81,84123.46,84134.94
1742394300,84134.94,84181.37,83950.95,83964.33
1742394600,83964.34,84040.73,83873.05,84021
1742394900,84020.11,84234.15,84009.43,84172.21
1742395200,84172.21,84236.65,84081.17,84198.12
1742395500,84198.12,84260.9,84120.6,84217.39
1742395800,84217.39,84300,84184.78,84189.92
1742396100,84189.93,84350.01,84184.78,84318.59
1742396400,84318.59,84454.72,84282.6,84306.49
1742396700,84306.49,84480,84302.52,84422.72
1742397000,84422.72,84499.99,84221,84221.01
1742397300,84221.01,84315.22,84111.84,84139.66
1742397600,84139.67,84330.49,84139.66,84243.74
1742397900,84243.74,84339.38,84200,84328
1742398200,84328,84391.56,84287.19,84331.92
1742398500,84331.92,84468.66,84294,84408.01
1742398800,84408.01,84734.71,84408.01,84704
1742399100,84703.35,84796.48,84558.75,84711.62
1742399400,84711.63,84888,84691.35,84817.88
1742399700,84817.88,84857.06,84695.65,84733.05
1742400000,84733.05,84826.09,84587.92,84587.92
1742400300,84587.92,84826.29,84555.17,84750.01
1742400600,84750,84802.65,84485.17,84506.52
1742400900,84506.51,84616.82,84451.39,84612.95
1742401200,84612.95,84793.75,84544.78,84700
1742401500,84699.99,84713.34,84624.36,84658.88
1742401800,84658.88,84699.91,84509.33,84518.24
1742402100,84518.25,84570.66,84428.72,84474.19
1742402400,84474.18,84571.28,84454.61,84454.62
1742402700,84454.61,84635.3,84454.61,84540.34
1742403000,84540.33,84649.99,84472.51,84611.95
1742403300,84611.95,84644.34,84529.12,84574.01
1742403600,84574.01,84625.53,84501.18,84584.86
1742403900,84584.87,84705.56,84584.87,84670.52
1742404200,84670.52,84703.64,84510.65,84532.99
1742404500,84532.99,84666.31,84518.7,84611.32
1742404800,84611.32,84663.05,84599.06,84600.86
1742405100,84600.87,84600.87,84467.39,84467.39
1742405400,84467.4,84489.31,84262.86,84274.97
1742405700,84274.98,84386.8,84126.28,84126.28
1742406000,84126.28,84493.06,83963.57,83983.5
1742406300,83983.5,84023.18,83753.39,84014.84
1742406600,84014.85,84165.95,84014.84,84129.03
1742406900,84129.03,84250.07,84070.56,84230.97
1742407200,84230.97,84960,83981.68,84173.5
1742407500,84174.34,84182.28,83578.32,84076.09
1742407800,84076.08,84664,84068.12,84516.12
1742408100,84516.12,84841.32,84500.82,84500.83
1742408400,84500.83,84532.9,84245.71,84390.84
1742408700,84390.84,84489.91,84175,84267.98
1742409000,84267.97,84723.25,84253.59,84550.64
1742409300,84550.63,84612.6,84340.03,84396.55
